,time,rt
0,0.0,0.034
1,0.0027412280701754384,0.03343931262420328
2,0.005482456140350877,0.033163480245626646
3,0.008223684210526315,0.03265157286100972
4,0.010964912280701754,0.0316085719362312
5,0.013706140350877192,0.03360549561112578
6,0.01644736842105263,0.03259647696049341
7,0.019188596491228067,0.03518292571292725
8,0.021929824561403508,0.03692558752647447
9,0.024671052631578948,0.03569701819002823
10,0.027412280701754384,0.036704721009779576
11,0.03015350877192982,0.038341757801535016
12,0.03289473684210526,0.037838496671904163
13,0.0356359649122807,0.03761860425740133
14,0.038377192982456135,0.03644290920738892
15,0.041118421052631575,0.03843335203848093
16,0.043859649122807015,0.03848578856936422
17,0.046600877192982455,0.04032005394057804
18,0.049342105263157895,0.04019371178869889
19,0.05208333333333333,0.04064858491146826
20,0.05482456140350877,0.04294909678144164
21,0.05756578947368421,0.04268832260367893
22,0.06030701754385964,0.04173799764439367
23,0.06304824561403509,0.040044472881727515
24,0.06578947368421052,0.04296087088815523
25,0.06853070175438596,0.04335836791064121
26,0.0712719298245614,0.041932315687301526
27,0.07401315789473684,0.04181113919278952
28,0.07675438596491227,0.0409414971243705
29,0.07949561403508772,0.040456547265309215
30,0.08223684210526315,0.0395758228076256
31,0.0849780701754386,0.03829544237815064
32,0.08771929824561403,0.038714671377063074
33,0.09046052631578946,0.038586125976825036
34,0.09320175438596491,0.03801376809456543
35,0.09594298245614034,0.039637072104684014
36,0.09868421052631579,0.04149519968545349
37,0.10142543859649122,0.03583695823597563
38,0.10416666666666666,0.03507894742130198
39,0.1069078947368421,0.03307554383879063
40,0.10964912280701754,0.029911359958481896
41,0.11239035087719297,0.030203351205762976
42,0.11513157894736842,0.028743004649189646
43,0.11787280701754385,0.028775342824575178
44,0.12061403508771928,0.030704702316006287
45,0.12335526315789473,0.028839940818877193
46,0.12609649122807018,0.03090195930371699
47,0.1288377192982456,0.03292325475027714
48,0.13157894736842105,0.03316511458907501
49,0.13432017543859648,0.034289191125204246
50,0.1370614035087719,0.034100033583368404
51,0.13980263157894737,0.033049077820796156
52,0.1425438596491228,0.031575807965539715
53,0.14528508771929824,0.028332755835601426
54,0.14802631578947367,0.027113051334302425
55,0.1507675438596491,0.025677090542490053
56,0.15350877192982454,0.02976808167235339
57,0.15625,0.03150867911552757
58,0.15899122807017543,0.03095950111153986
59,0.16173245614035087,0.029760507987571162
60,0.1644736842105263,0.0275625719418969
61,0.16721491228070173,0.02749556454855333
62,0.1699561403508772,0.02773825877402302
63,0.17269736842105263,0.027505693284430272
64,0.17543859649122806,0.027406633927680522
65,0.1781798245614035,0.02569441277424578
